hallazgo_id,plan_id,auditor,name_hallazgo,capitulo,dependencia,descripcion,causa,efecto
11,5,pcbaraja1,2.7.5.2 Hallazgo Administrativo con presunta,Evaluación de la Contratación,OCI,"2.7.5.2 Hallazgo Administrativo con presunta incidencia disciplinaria, por no suscribir el acta de inicio del contrato 045 de 2011 en los plazos establecidos.",,
12,5,pcbaraja1,2.7.6.1 Hallazgo Administrativo con presunta incidencia disciplinaria,Evaluación de la Contratación,OCI,"2.7.6.1 Hallazgo Administrativo con presunta incidencia disciplinaria y fiscal en cuantía de $524.158.700. por el uso de estudios y diseños desactualizados producto del contrato IDU-129-2005, los cuales no guardan relación con lo ejecutado en el marco del contrato IDU-44-2010.",,
13,5,pcbaraja1,2.7.6.2 Hallazgo Administrativo con presunta,"Por la falta de planeación, toda vez que las adiciones superaron el limite legal establecido en el artículo 40 de la Ley 90 de 1993.",OCI,2.7.6.2 Hallazgo Administrativo con presunta incidencia disciplinaria por la contratación y designación de personal no idoneo para la coordinación del contrato 44 de 2010.,,
14,5,pcbaraja1,2.7.7.1  Hallazgo Administrativo con presunta,Evaluación de la Contratación,OCI,2.7.7.1  Hallazgo Administrativo con presunta incidencia disciplinaria por la aprobación y uso de estudios y diseños insuficientes para la ejecución de las obras objeto del contrato IDU-4-2011.,,
15,5,pcbaraja1,2.13.2 Hallazgo Administrativo con,CONTRATO IDU 030-2009,OCI,2.13.2 Hallazgo Administrativo con presunta incidencia disciplinaria por cuanto se incumple lo establecido en los pliegos de la Licitación IDU-LP-DTE-004-2009.,,
16,5,pcbaraja1,2.15.8.1 Hallazgo Administrativo por cuanto,Función de Advertencía intersección a desnivel calle 94.,OCI,2.15.8.1 Hallazgo Administrativo por cuanto aún no se han subsanado las alertas señaladas a la administración en la función de advertencia.,,
17,6,pcbaraja1,"2.4.2. Hallazgo administrativo, por presentarse una",Evaluación a la Contratación,OCI,"2.4.2. Hallazgo administrativo, por presentarse una inadecuada planeación para la ejecución de las obras teniendo varias exclusiones y adiciones de segmentos lo cual evidencia la falta de planeación e improvisación.",,
18,6,pcbaraja1,2.5.1. Hallazgo administrativo con presunta,Evaluación a la Contratación,OCI,"2.5.1. Hallazgo administrativo con presunta incidencia disciplinaria, porque a pesar de que el contrato se suspendió desde el primero de abril, el 6 de abril retiraron de la cuenta conjunta Contratista- IDU la mitad del dinero otorgado en calidad de anticipo.",,
19,6,pcbaraja1,2.5.4. Hallazgo administrativo con presunta incidencia,Evaluación a la Contratación,OCI,"2.5.4. Hallazgo administrativo con presunta incidencia disciplinaria, por haberse firmado el Acta de Inicio veintinueve (29) días después de haberse legalizado el Contrato, contraviniendo lo estipulado en el contrato No 059 de 2010 cláusula 5, parágrafo segundo.",,
20,6,pcbaraja1,2.6.3. Hallazgo administrativo con presunta,Evaluación a la Contratación,OCI,2.6.3. Hallazgo administrativo con presunta incidencia disciplinaría por los incumplimientos en el contrato No 060 en la implantación de los PMT’s en el costado oriental del puente peatonal de la Calle 94 con Autopista Norte en el mes de junio,,
21,7,pcbaraja1,2.1.1. Hallazgo administrativo con presunta incidencia,Acuerdo 523 de 2013,OCI,"2.1.1. Hallazgo administrativo con presunta incidencia disciplinaria y fiscal por cuantía de $470.797.517, debido a los recursos invertidos en la etapa precontractual de los dos proyectos excluidos",,
22,7,pcbaraja1,2.1.2.   Hallazgo administrativo con Presunta,Acuerdo 523 de 2013,OCI,"2.1.2.   Hallazgo administrativo con Presunta incidencia disciplinaria y fiscal por cuantia de $3.025.068.250, por cuanto al modificar el programa de obras, todas estas labores se tendran que volver a realizar.",,
23,7,pcbaraja1,2.1.3. Hallazgo administrativo con presunta incidencia,Acuerdo 523 de 2013,OCI,"2.1.3. Hallazgo administrativo con presunta incidencia disciplinaria y fiscal por cuantía de $2.353.903.511, por las labores que se llevaron a cabo para el cumplimiento del acuerdo 451 de 2010, y que en su momento tendrán que volver a contratar.",,
24,7,pcbaraja1,2.2.1. Hallazgo Administrativo con,Contrato de obra IDU 152 de 2007 y de interventoría IDU 182 de 2007,OCI,2.2.1. Hallazgo Administrativo con presunta incidencia disciplinaria por la iniciación tardía del contrato de obra 152 de 2007 y de interventoría 182 de 2007,,
25,7,pcbaraja1,2.3.1. Hallazgo administrativo con presunta ,Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.1. Hallazgo administrativo con presunta incidencia disciplinaria, por haberse firmado el Acta de Inicio seis (6) meses después de haberse firmado el Contrato 077 de 2006 de obra.",,
26,7,pcbaraja1,"2.3.2. Hallazgo administrativo, porque el IDU ",Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.2. Hallazgo administrativo, porque el IDU giró el anticipo con anterioridad de cuatro meses a la fecha de inicio del Contrato de Obra No 077 de 2006 y además por las prolongadas suspensiones estos recursos quedaron improductivos.",,
27,7,pcbaraja1,"2.3.4. Hallazgo administrativo, porque el contratista",Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.4. Hallazgo administrativo, porque el contratista no ha reunido los paz y salvos de las empresas de servicios públicos, con el fin de que IDU pueda realizar el cruce de cuentas con dichas entidades, incumpliendo los compromisos suscritos en el acta de liquidación.",,
28,7,pcbaraja1,2.3.5. Hallazgo administrativo con presunta incidencia disciplinaria,Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.5. Hallazgo administrativo con presunta incidencia disciplinaria, por haberse firmado el Acta de Inicio seis (6) meses después de haberse firmado el Contrato 169 de 2006 de interventoría.",,
29,7,pcbaraja1,"2.3.6. Hallazgo administrativo, por la falta de planeación ",Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.6. Hallazgo administrativo, por la falta de planeación en el contrato de obras, las adiciones del contrato de interventoría superaron el 50% en salarios mínimos legales contraviniendo lo estipulado en la Ley 80 de 1993 art. 40.",,
30,7,pcbaraja1,2.3.7. Hallazgo administrativo con presunta,Evaluación al Contrato de obra IDU 077 de 2006 y de interventoría IDU 169 de 2006,OCI,"2.3.7. Hallazgo administrativo con presunta incidencia disciplinaría, por el incumplimiento de la interventoría en la fase de liquidación del contrato y la falta de control y seguimiento al contrato No 169 de 2006 por parte del IDU.",,
31,7,pcbaraja1,2.4.1. Hallazgo administrativo porque a la fecha,Contrato de prestación se servicio DTCG-PSP-1385-2012.,OCI,2.4.1. Hallazgo administrativo porque a la fecha las dependencias encargadas del IDU no  han dado cumplimiento a la parte resolutiva de la Resolución Número 1450 del 30 de mayo de 2013 que declara el incumpliendo y hace efectiva la cláusula penal pecuniaria al contrato de prestación de servicios DTGC- PSP-1385-2012.,,
32,7,pcbaraja1,2.5.1. Hallazgo administrativo porque las diferentes,"Solicitud realizada al IDU, bajo radicado 20135260738212 del 30 de mayo de 2013",OCI,2.5.1. Hallazgo administrativo porque las diferentes respuestas dadas al peticionario por parte de la administración no son definitivas ni resuelven las inquietudes del mismo.,,
33,8,pcbaraja1, No se adjuntaron documentos que forman parte del ,Artículo 33 de la ley 996 de 2005,OCI,1. No se adjuntaron documentos que forman parte del proceso de contratación directa en las carpetas puestas a disposición del equipo auditor,,
34,9,pcbaraja1,"2.2.6.1 Hallazgo Administrativo, porque los",2.2. Evaluación Estados Contables y Gestión financiera,OCI,"2.2.6.1 Hallazgo Administrativo, porque los procedimientos adoptados entre las entidades, con el fin de conciliar y ajustar los saldos de las Operaciones Reciprocas, no son efectivos y se genera incertidumbre en la información presentada, tanto de los estados contables individuales como los consolidados.","Los procedimientos de conciliación entre las entidades no son efectivos, y generan dificultades al momento de la consolidación en relación con la eliminación de las operaciones recíprocas",
35,9,pcbaraja1,2.4.4. Observación administrativa por el nulo y bajo avance,2.4. Evaluación Planes Programas y Proyectos,OCI,2.4.4. Observación administrativa por el nulo y bajo avance físico en algunas metas de los proyectos de inversión 809 y 810 del IDU,No se cumplió con el avance físico programado para la vigencia 2013,
36,9,pcbaraja1,2.4.6. Observación administrativa con presunta,2.4. Evaluación Planes Programas y Proyectos,OCI,"2.4.6. Observación administrativa con presunta incidencia disciplinaria por la falta de gestión institucional y de efectiva planeación para construir los puentes peatonales de los proyectos 321, 323 y proyecto “Implantación accesos a discapacitados”, no obstante que se adquirieron los predios necesarios para ejecutar las obras.",La entidad no ha expedido disponibilidad presupuestal  porque no fueron aprobados por parte de la Secretaría Distrital de Hacienda los recursos para su ejecución,
37,9,pcbaraja1,2.9.1.1. Observación administrativo con ,2.9. Evaluación Gestión Contractual y legal,OCI,2.9.1.1. Observación administrativo con presunta incidencia disciplinaria por iniciación tardía de los contratos de diseño y obra 2173 de 2013 y de interventoría 2239 de 2013.,"Se da inicio a los contratos tres meses y medio después de la suscripción de estos, en contravía de lo estipulado en las cláusulas de los contratos.",
38,9,pcbaraja1,2.9.2.1. Observacioón Administrativa Por Los Atrasos ,2.9. Evaluación Gestión Contractual y legal,OCI,2.9.2.1. Observacioón Administrativa Por Los Atrasos En La Ejecución Del Contrato De Cosultoria Idu - 849 De 2013,"Con corte  a  25 de enero de 2014 el atraso global, según los cálculos reportados por la firma de interventoría estaría en el orden del  9%, lo que en tiempo representaría un 1.5 meses aproximados del tiempo total de ejecución del proyecto.",
39,9,pcbaraja1,2.9.2.2. Observación Administrativa Por Haber Contratado,2.9. Evaluación Gestión Contractual y legal,OCI,2.9.2.2. Observación Administrativa Por Haber Contratado Después De Cinco Meses De Iniciada La Ejecución Del Contrato De Consultoría Idu- 849 De 2013 La Correspondiente Interventoría ,"La entidad suscribió, para la supervisión y seguimiento del contrato de consultoría IDU-849 de 2013, el contrato de interventoría No. 1472 del 2013 con la firma CONSORCIO INTEGRAL- AYESA el día 18 de noviembre de 2013, es decir, cinco (5) meses después de iniciado el contrato de consultoría IDU-849 de 2013 (25 de junio de 2013)",
40,9,pcbaraja1,2.9.4.1. Observación administrativa con presunta,2.9. Evaluación Gestión Contractual y legal,OCI,"2.9.4.1. Observación administrativa con presunta incidencia disciplinaria, por haberse firmado el Acta de Inicio cuatro (4) meses y 11 (días) después de haberse firmado el Contrato 070 de 2012 de obra. ",El contrato No 070 de 2012 fue suscrito el 28 de diciembre de 2012 y el Acta No 1 que dio inicio al contrato fue firmada el 18 de julio de 2013. ,
41,9,pcbaraja1,"2.9.12.1. Observación administrativa, por la no publicación",2.9. Evaluación Gestión Contractual y legal,OCI,"2.9.12.1. Observación administrativa, por la no publicación oportuna de las actas de inicio de los contratos IDU-1825-2013 y IDU-1831-2013 en el Sistema Electrónico de Contratación Pública (SECOP).",porque terminado el plazo contractual aún se encuentran pendientes de entrega informes de interventoría.,
42,9,pcbaraja1,2.9.15.1. Hallazgo administrativo con presunta incidencia ,2.9. Evaluación Gestión Contractual y legal,OCI,"2.9.15.1. Hallazgo administrativo con presunta incidencia disciplinaria debido a que a la fecha en el predio los alcázares, no laboran las 500 personas para lo cual fue contratado el inmueble",La no consecución de los perfiles requeridos durante el proceso de selección de personal. 2. Entrada en vigencia la Ley de garantías electorales.,
43,9,pcbaraja1,"3.1.2. Observación administrativa, porque a la fecha ",Evaluación a la Gestión contractual y legal,OCI,"3.1.2. Observación administrativa, porque a la fecha se desconoce el costo y la fecha de terminación del contrato de interventoría IDU 073 de 2009.","No se culminará con todas las metas físicas y por el contrario el contrato de interventoría  requerirá más recursos y tiempo, por lo tanto al cierre de este proceso auditor no están definidos los valores adicionales que tendrá la continuación del contrato 073 de 2009, ni tampoco el tiempo requerido para su terminación",
44,9,pcbaraja1,3.2.1.1 Observación  administrativa con presunta,3.2  Atención De Quejas ,OCI,3.2.1.1 Observación  administrativa con presunta incidencia disciplinaria por la omisión en la constitución de las garantías necesarias para el desarrollo del proyecto interconexión por la carrera 33.,"No se cubrió el riesgo derivado de la estabilidad y calidad de la obra, sino que simplemente se limitó a cubrir el riesgo por la calidad de los materiales por 2 años, que ni siquiera es el tiempo que se tiene estimado para la temporalidad e la obra",
45,10,pcbaraja1,2.1.1. hallazgo administrativo resultado ,2.1. Proyecto de inversión 954 – fortalecimiento de las tecnologías de la información y la comunicación tic –,OCI,2.1.1. hallazgo administrativo resultado del análisis del proyecto de inversión 954 “fortalecimiento de las tecnologías de la información y la comunicación tic” por la falta de efectividad en la planeación del proyecto de inversión con la estrategia misional de la entidad.,"Existe una débil planeación en la definición de los objetivos específicos, ya que si recordamos una de las definiciones de Proyecto de Inversión: “Es una propuesta de acción técnico económica para resolver una necesidad utilizando un conjunto de recursos disponibles, los cuales pueden ser, recursos humanos, materiales y tecnológicos entre otros",
46,10,pcbaraja1,2.2.1. Hallazgo administrativo con incidencia disciplinaria.,2.2. - Evaluación de la contratación  ejecutados bajo el presupuesto del proyecto de inversión 954 – “fortalecimiento de las tecnologías de la información y la comunicación tic”.,OCI,2.2.1. Hallazgo administrativo con incidencia disciplinaria por fallas en la elaboración de los estudios previos a la suscripción del Contrato Interadministrativo No. IDU-886-2013 al no realizar estudio de mercado para determinar presupuesto del contrato.,"No existe soporte de las necesidades que la entidad requiere en los equipos a arrendar, no se determina porque las cantidades establecidas en los diferentes ítems de equipos a arrendar. Con relación a este ítem, en la respuesta del preliminar, la entidad no logra demostrar que esas son lasnecesidades por área, al presentar una relación de equipos por dependencia. Debe estar soportado en número de usuarios en cada una y las funciones que cumple cada uno.",
47,10,pcbaraja1,"2.2.2. Hallazgo Administrativo con incidencia disciplinaria, por fallas en la elaboración de los estudios previos a la suscripción del Contrato Interadministrativo No. IDU-968-2013 y en la supervisión de la ejecución del mismo.",2.2. - Evaluación de la contratación  ejecutados bajo el presupuesto del proyecto de inversión 954 – “fortalecimiento de las tecnologías de la información y la comunicación tic”.,OCI,"2.2.2. Hallazgo Administrativo con incidencia disciplinaria, por fallas en la elaboración de los estudios previos a la suscripción del Contrato Interadministrativo No. IDU-968-2013 y en la supervisión de la ejecución del mismo.","La Auditoria Especial no pudo evidenciar es el control de las horas que invierte el contratista por cada requerimiento de usuario final, al no existir ningún registro dentro de la supervisión del contrato, que refleje las horas invertidas en desarrollo, requerimientos y documentación por parte del contratista para poder dar por cierto que ese tiempo que establece la oferta y por ende el contrato corresponde al número de horas que utiliza Data Tools SA para el logro del objeto contractual.",
48,11,pcbaraja1,2.1.1. Hallazgo administrativo con presunta incidencia,"2.1.  Seguimiento a la gestión que el IDU ha venido realizando en cuanto a la adquisición, utilización y administración de predios",OCI,"2.1.1. Hallazgo administrativo con presunta incidencia disciplinaria y fiscal en cuantía de $ 59.069.511.069, porque debido a la falta de planeación el IDU ha destinado recursos adquiriendo predios para ejecución de obras, las cuales a la fecha no han sido ejecutadas ni se encuentran en proyecto de ejecución por parte de la entidad","El IDU, como entidad encargada de ejecutar proyectos de infraestructura de los sistemas de movilidad y de espacio público construidos en la ciudad, dentro de sus actividades ha venido adquiriendo  predios como insumo necesario para la ejecución de las obras y/o proyectos que están a su cargo, de acuerdo al concepto dictado por el equipo auditor el hallazgo se da por que a la fecha estos proyectos aún no han sido ejecutados y los mismos no cuentan con ningún tipo de plan para ser iniciados por parte de la administración es evidente que el IDU ha invertido estos recursos de una forma ineficiente e inadecuada lo que demuestra la falta de planeación por parte de la Entidad.
Para el ente de control la falta de una gerencia adecuada de proyectos se evidencia en que el IDU no tiene una programación de ejecución de obras, sin embargo se incurre en la compra de predios los cuales al final no son utilizados y si generan gastos adicionales",
49,11,pcbaraja1,2.1.2. Hallazgo administrativo con presunta incidencia disciplinaria,"2.1.  Seguimiento a la gestión que el IDU ha venido realizando en cuanto a la adquisición, utilización y administración de predios",OCI,"2.1.2. Hallazgo administrativo con presunta incidencia disciplinaria y fiscal en cuantía de $11.934.718.725, por los costos adicionales en que incurre el IDU al adquirir predios como lo son compensaciones, reconocimiento de daño emergente y lucro cesante, los contratos de mantenimiento tales como vigilancia, adecuación y/o obra y prestación de servicio, sin que a la fecha la entidad haya destinado los predios para los proyectos que fueron adquiridos","Dentro de la adquisición de predios el IDU reconoce el pago de indemnizaciones (compensaciones, daño emergente y lucro cesante), por la compra de los predios para la construcción de los proyectos, no obstante por la falta gestion se desconoce cuándo serán construidos, lo que genera que estos gastos asumidos por la entidad no hayan sido invertidos de forma eficiente y eficaz

La administración a suscrito contratos de vigilancia, demolicion y cerramiento para los predios que tiene bajo su administración, debido a la falta de ejecución de los proyectos y la compra continua de predios hace que la entidad incurra en gastos de administración cada año.",
50,11,pcbaraja1,"2.1.3. Hallazgo administrativo con presunta incidencia,","2.1.  Seguimiento a la gestión que el IDU ha venido realizando en cuanto a la adquisición, utilización y administración de predios",OCI,"2.1.3. Hallazgo administrativo con presunta incidencia disciplinaria, por la falta de gestión por parte del IDU, en cuanto a que no han dado impulso procesal a unas querellas.","Mediante Acta de visita fiscal suscrita el día nueve (09) de Julio de 2014, con los funcionarios de la dirección técnica de predios, se observó que hay 117 predios con procesos judiciales, por tal motivo indagó qué actuaciones ha adelantado la entidad con relación a estos procesos judiciales.
En el analisis realizado por el ente de control se evidencio que la conducta de la administración ha venido siendo omisiva y descuidada, ya que se observa una parálisis procesal en las querellas instauradas por parte del IDU para la restitución de los bienes adquiridos por dicha entidad.  Teniendo en cuenta que hay procesos a los cuales desde hace 12 años no se les ha realizado ningún tipo de gestión. 
Igualmente se evidencia la falta de gestión, en la que incurre la administración, conllevando a la vulneración de la Ley 734 de 2002 en su Artículo 27 que reza: “Acción y omisión. Las faltas disciplinarias se realizan por acción u omisión en el cumplimiento de los deberes propios del cargo o función, o con ocasión de ellos, o por extralimitación de sus funciones. Cuando se tiene el deber jurídico de impedir un resultado, no evitarlo, pudiendo hacerlo, equivale a producirlo. Al no darle el debido accionar procesal a las querellas instauradas para la restitución de los bienes inmuebles en titularidad del IDU.",
51,11,pcbaraja1,"2.1.4. Hallazgo administrativo por la falta de gestión de la administración, ","2.1.  Seguimiento a la gestión que el IDU ha venido realizando en cuanto a la adquisición, utilización y administración de predios",OCI,"2.1.4. Hallazgo administrativo por la falta de gestión de la administración, en cuanto a la información incompleta e incoherente suministrada para el desarrollo de la auditoria.","Mediante Acta de visita fiscal suscrita el día nueve (09) de Julio de 2014, con los funcionarios de la dirección técnica de predios, se observó que hay 117 predios con procesos judiciales, por tal motivo indagó qué actuaciones ha adelantado la entidad con relación a estos procesos judiciales.
En el analisis realizado por el ente de control se evidencio que la conducta de la administración ha venido siendo omisiva y descuidada, ya que se observa una parálisis procesal en las querellas instauradas por parte del IDU para la restitución de los bienes adquiridos por dicha entidad.  Teniendo en cuenta que hay procesos a los cuales desde hace 12 años no se les ha realizado ningún tipo de gestión. 

Igualmente se evidencia la falta de gestión, en la que incurre la administración, conllevando a la vulneración de la Ley 734 de 2002 en su Artículo 27 que reza: “Acción y omisión. Las faltas disciplinarias se realizan por acción u omisión en el cumplimiento de los deberes propios del cargo o función, o con ocasión de ellos, o por extralimitación de sus funciones. Cuando se tiene el deber jurídico de impedir un resultado, no evitarlo, pudiendo hacerlo, equivale a producirlo”. Al no darle el debido accionar procesal a las querellas instauradas para la restitución de los bienes inmuebles en titularidad del IDU.",
52,12,pcbaraja1,2.1.1. Observación  administrativa con presunta,2,OCI,"2.1.1. Observación  administrativa con presunta incidencia disciplinaria y fiscal en cuantía de $456.603.840, por los costos pagados por el IDU durante la ejecución del contrato IDU 2287 de 2013 para la ubicación de 500 funcionarios, los cuales a la fecha no se han ocupado en su totalidad. ",1. La no consecución de los perfiles requeridos durante el proceso de selección de personal. 2. Entrada en vigencia la Ley de garantías electorales.3. Variación en las necesidades de contratación de prestación de servicios en atención a la asignación de recursos para tal fin.,
53,12,pcbaraja1,2.2.1. Observación administrativa con presunta incidencia,2,OCI,"2.2.1. Observación administrativa con presunta incidencia disciplinaria y fiscal en cuantía de $50.742.048, por que el IDU no realizó el adecuado estudio de mercado de los precios de los insumos, ni fueron inscritas las especificaciones requeridas de estos, y cuyo resultado fue que la entidad cancelara un mayor valor por los insumos en prejuicio de una mayor ejecución en el mantenimiento preventivo y correctivo de las instalaciones a cargo de la entidad.","1. Deficiencias en la formulación del estudio de mercado utilizado en el procesos de contratación.
2. Deficiencias en la mecanismos de supervisión y control a contratos de apoyo a la gestión de la Entidad",
54,12,pcbaraja1,2.2.2.1. Observación administrativa con presunta incidencia disciplinaria porque el ,2,OCI,"2.2.2.1. Observación administrativa con presunta incidencia disciplinaria porque el IDU no realizó adecuados estudios de mercado de los insumos, ni fueron inscritas las especificaciones requeridas por la entidad, lo que conllevó a que el proceso de selección abreviada No IDU-SAMC-DTAF-008-2013, fuera revocado debido a que contravenía los principios de la contratación pública.",1. Deficiencias en la formulación del estudio de mercado utilizado en el procesos de contratación. 2. Deficiencias en la mecanismos de supervisión y control a contratos de apoyo a la gestión de la Entidad,
55,12,pcbaraja1,2.3.1. Observación administrativa con presunta ,2,OCI,"2.3.1. Observación administrativa con presunta incidencia disciplinaria, penal y fiscal por cuantía de $2.980.507.969, al no contestar y/o notificar oportunamente los recursos y manifestaciones del contribuyente, en contra de las decisiones de la administración respecto al pago  por cobro de valorización, tal como lo prevé el Estatuto Tributario y el Código Contencioso Administrativo.","1. Incumplimiento en los términos establecidos por la Ley para dar respuesta a las peticiones. 
2. Personal insuficiente para atender la totalidad de peticiones instauradas.
3.Cargas de trabajo superiores al presupuesto asignado para la contratación de apoyo a la gestión",
56,12,pcbaraja1,2.4.1.1 Observación administrativa con presunta,2,OCI,"2.4.1.1 Observación administrativa con presunta incidencia disciplinaria al incumplir con lo preceptuado en el artículo 2º de la ley 87 de 1993, respecto de los objetivos del Sistema de Control Interno y los principios Constitucionales de la Función Administrativa y de la Contratación Estatal, por la irregular aprobación de los Formatos de Reporte del Cumplimiento de Categoría para Contratación de Servicios Profesionales de Apoyo a la Gestión.","En su momento el equipo de apoyo de contratación, se encontraba disfrutando de su compensatorio. ",
