avances_id,accion_id,descripcion,fecha_corte,estado,porcentaje,tipo_calificacion
11,11,"Se remitieron oficios con destino a las Alcaldías Locales,donde se adelanta seguimiento por parte de la interventoría a los proyectos  ejecutados por urbanizadores y/o terceros, donde se indica el nombre del proyecto, número de radicado, fecha y destinatario de los comunicados enviados.",30/03/16,en_progreso,,Terminada
12,12,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Hacer seguimiento y control al cumplimiento de los plazos establecidos en los términos contractuales, implementando alarmas como punto de control en la ejecución."" La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avance: ""Dentro de los puntos de control está contemplado; una vez se firme el contrato, verificar que el cumplimiento de los plazos establecidos en la minuta del mismo (de acuerdo a los Pliegos de Condiciones), se aplique para la firma del acta de inicio. De otro lado, en la caractyerización de los  indicadores de gestión y recolección de información, a través del Formato FO-PE-01 como tipo de indicador de eficiencia. Las alarmas se implementan con la aplicación de los procesos sancionatorios impartidos por el IDU, cuando el Contratista(Consultor o Interventor), incumple con este requisito."" En el memorando se presenta una muestra para verificar el cumplimiento.",30/03/16,en_progreso,,Terminada
13,13,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Verificar la vigencia de los diseños y el cumplimiento de los requisitos de las ESP por medio de revisiones a los estudios y diseños disponibles al elaborar los PDC, consultas a las ESP y vistas conjuntas al sitio con los delegados de las ESP"". La DTD mediante memorando 201513150375983, del 2 de diciembre de 2015, presenta como avance: ""Mediante oficios de respuesta de las diferentes ESP, fueron atendidas las solicitudes por parte del IDU en los temas relacionados con revisar y validar los diseños de las redes secas e hidráulicas... De otro lado se contrata la etapa de Revisión y Ajustes a estudios y diseños y su construcción, mediante los contratos que se relacionan en las páginas 2 y 3.""",30/03/16,en_progreso,,Terminada
14,14,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Verificar la vigencia de los diseños y el cumplimiento de los requisitos de las ESP por medio de revisiones a los estudios y diseños disponibles al elaborar los PDC, consultas a las ESP y vistas conjuntas al sitio con los delegados de las ESP"". La DTD mediante memorando 201513150375983, del 2 de diciembre de 2015, presenta como avance: ""Mediante oficios de respuesta de las diferentes ESP, fueron atendidas las solicitudes por parte del IDU en los temas relacionados con revisar y validar los diseños de las redes secas e hidráulicas... De otro lado se contrata la etapa de Revisión y Ajustes a estudios y diseños y su construcción, mediante los contratos que se relacionan en las páginas 2 y 3.""",30/03/16,en_progreso,,Terminada
15,15,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Hacer seguimiento y control al cumplimiento de los plazos establecidos en los términos contractuales, implementando alarmas como punto de control en la ejecución."" La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avance: ""Dentro de los puntos de control está contemplado; una vez se firme el contrato, verificar que el cumplimiento de los plazos establecidos en la minuta del mismo (de acuerdo a los Pliegos de Condiciones), se aplique para la firma del acta de inicio. De otro lado, en la caractyerización de los  indicadores de gestión y recolección de información, a través del Formato FO-PE-01 como tipo de indicador de eficiencia. Las alarmas se implementan con la aplicación de los procesos sancionatorios impartidos por el IDU, cuando el Contratista(Consultor o Interventor), incumple con este requisito."" En el memorando se presenta una muestra para verificar el cumplimiento.",30/03/16,en_progreso,,Terminada
16,16,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Verificar los productos de diseño disponibles al elaborar los Pliegos de Condiciones, para establecer el alcance de cada uno de los productos que se van a contratar, empleando el formato FO-DP-200 (Lista de chequeo y recibo de los productos de la etapa de estudios y diseños)"". La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avances: que se realizó el seguimiento mediante el empleo del formato FO-DP-200, presentando como evidencia los contratos IDU-1406-2013, IDU-1841-2013, IDU-2226-2013, IDU-1878-2014, IDU-1879-2014 y IDU-1898-2014.",30/03/16,en_progreso,,Terminada
17,17,"Con memorando 20142150079523 del 1 de abril de 2014, la DTE informa que mediante resolución 3243 del 18 de diciembre de 2013, se actualizó el Manual MG-IC-010 a la versión 3.0. En lo correspondiente al Capítulo I Sección 101-13 Términos y definiciones.",30/03/16,en_progreso,,Terminada
18,18,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Verificar la vigencia de los diseños y el cumplimiento de los requisitos de las ESP por medio de revisiones a los estudios y diseños disponibles al elaborar los PDC, consultas a las ESP y vistas conjuntas al sitio con los delegados de las ESP"". La DTD mediante memorando 201513150375983, del 2 de diciembre de 2015, presenta como avance: ""Mediante oficios de respuesta de las diferentes ESP, fueron atendidas las solicitudes por parte del IDU en los temas relacionados con revisar y validar los diseños de las redes secas e hidráulicas... De otro lado se contrata la etapa de Revisión y Ajustes a estudios y diseños y su construcción, mediante los contratos que se relacionan en las páginas 2 y 3.""",30/03/16,en_progreso,,Terminada
19,19,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Verificar la vigencia de los diseños y el cumplimiento de los requisitos de las ESP por medio de revisiones a los estudios y diseños disponibles al elaborar los PDC, consultas a las ESP y vistas conjuntas al sitio con los delegados de las ESP"". La DTD mediante memorando 201513150375983, del 2 de diciembre de 2015, presenta como avance: ""Se contrató la etapa de Revisión y Ajustes a estudios y diseños y su construcción, como se muestra en los siguientes contratos: IDU-1809-2014... 1843-2014... 1259-2014... 1320-2014... 1746-2014... 1654-2014.""",30/03/16,en_progreso,,Terminada
20,20,"Atendiendo la observación de la CB. Se modifica la acción a desarrollar, de manera que se establece como compromiso ""subsanar las alertas señaladas"", con memorando 20153150319593 del 20 de octubre de 2015, la DTD presenta el cumplimiento frente a: Estación de bombeo, redes sanitarias, PMT, Resolución de uso, ocupación e intervención de infraestructura férrea, pantallas metálicas.",30/03/16,en_progreso,,Terminada
21,21,Documento de diciembre de 2013. Hay actualizaciones varias durante 2014,30/03/16,en_progreso,,Terminada
22,22,"Con memorando 20143350597433 del 25 de septiembre de 2014, la DTC reporta el avance del proceso. En el corte de febrero 28 de 2015, no reportaron avances.",30/03/16,en_progreso,,Terminada
23,23,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Hacer seguimiento y control al cumplimiento de los plazos establecidos en los términos contractuales, implementando alarmas como punto de control en la ejecución."" La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avance: ""Dentro de los puntos de control está contemplado; una vez se firme el contrato, verificar que el cumplimiento de los plazos establecidos en la minuta del mismo (de acuerdo a los Pliegos de Condiciones), se aplique para la firma del acta de inicio. De otro lado, en la caractyerización de los  indicadores de gestión y recolección de información, a través del Formato FO-PE-01 como tipo de indicador de eficiencia. Las alarmas se implementan con la aplicación de los procesos sancionatorios impartidos por el IDU, cuando el Contratista(Consultor o Interventor), incumple con este requisito."" En el memorando se presenta una muestra para verificar el cumplimiento.",30/03/16,en_progreso,,Terminada
24,24,"Atendiendo las observaciones de la CB, el Instituto modificó la acción planteando la siguiente: ""Hacer seguimiento y control al cumplimiento de las obligaciones contractuales más relevantes, estableciendo hitos en el cronograma como puntos de control en la ejecución.""  Frente a la cual, con memorando 20153150891643 del 23 de diciembre de 2015, presenta el cumplimiento expresando que desde el 30 de enero de 2015, el Instituto cuenta con la ""Guía para seguimiento de los proyectps de Infraestructuira Vial y Espacio Público"" versión 1 GU-SP-02, documento que se referencia en el apéndice G, de los pliegos de condiciones, como obligación contractual.",30/03/16,en_progreso,,Terminada
25,25,"Con memorando 20142250641093 del 12 de Noviembre de 2014, la DTP solicitó ampliación del plazo de ejecución de la acción hasta el 30 de enero de 2015. Con memorando 20152250050123 del 6 de febrero de 2015, la DTP reporta que la acción correctiva se cumplió con la actualización y la creación de los formatos FO-FO-02 y FO-FP-01 respectivamente, así como con la creación de la Guía GU-FP-01.",30/03/16,en_progreso,,Terminada
26,26,Con memorando 20144350027223 la DTGC informa que se modificó la minuta de los contratos de prestación de servicios contratados con ocasión de la vigencia del Acuerdo 523 de 2013.,30/03/16,en_progreso,,Terminada
27,27,"Con memorando 20145650420113 del 2 de julio de 2014, la DTAV informa que no se han realizado contratos diferentes a OPS que requieran el cumplimiento de esta acción. ratifican la información del estado con memorando 20145650420113 del 2 de julio de 2014. Con memorando 201445650633723 del 5 de noviembre de 2014,la DTAV soporta el cumplimiento de la acción en el numeral 2.4 Plazo de los Estudios y Documentos Previos para iniciar el proceso de selección abreviada de menor cuantía para la contratación del ""servicio de implementación del diseño, suministro, impresión, alistamiento, empaque y distribución por mensajería especializada y/o expresa de documentos de valorización para la notificación y comunicación de los actos y/o decisiones e instructivos en las fases de asignación, reclamación, cobro y devoluciones, ordenadas por el acuerdo 523 de 2013.""",30/03/16,en_progreso,,Terminada
28,28,1. Con memorando 20144350027223 la DTGC informa que se modificó la minuta de los contratos de prestación de servicios contratados con ocasión de la vigencia del Acuerdo 523 de 2013,30/03/16,en_progreso,,Terminada
29,29,"Con memorando 20143150373253, la DTD informa que el Instituto incluyó en el proyecto de acuerdo de endeudamiento el proyecto sobre el cual ya se habían adelantado los Estudios y Diseños, el cual fué aprobado por el Concejo Distrital como Acuerdo 527 de 2013 por lo que los estudios y diseños observados se emplearán como insumo y no se deberán volver a contratar.",30/03/16,en_progreso,,Terminada
30,30,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Hacer seguimiento y control al cumplimiento de los plazos establecidos en los términos contractuales, implementando alarmas como punto de control en la ejecución."" La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avance: ""Dentro de los puntos de control está contemplado; una vez se firme el contrato, verificar que el cumplimiento de los plazos establecidos en la minuta del mismo (de acuerdo a los Pliegos de Condiciones), se aplique para la firma del acta de inicio. De otro lado, en la caractyerización de los  indicadores de gestión y recolección de información, a través del Formato FO-PE-01 como tipo de indicador de eficiencia. Las alarmas se implementan con la aplicación de los procesos sancionatorios impartidos por el IDU, cuando el Contratista(Consultor o Interventor), incumple con este requisito."" En el memorando se presenta una muestra para verificar el cumplimiento.",30/03/16,en_progreso,,Terminada
31,31,"Atendiendo la observación de la CB, el Instituto modificó la acción, dejándola en los siguientes términos: ""Hacer seguimiento y control al cumplimiento de los plazos establecidos en los términos contractuales, implementando alarmas como punto de control en la ejecución."" La DTD mediante memorando 20153150375983, del 2 de diciembre de 2015, presenta como avance: ""Dentro de los puntos de control está contemplado; una vez se firme el contrato, verificar que el cumplimiento de los plazos establecidos en la minuta del mismo (de acuerdo a los Pliegos de Condiciones), se aplique para la firma del acta de inicio. De otro lado, en la caractyerización de los  indicadores de gestión y recolección de información, a través del Formato FO-PE-01 como tipo de indicador de eficiencia. Las alarmas se implementan con la aplicación de los procesos sancionatorios impartidos por el IDU, cuando el Contratista(Consultor o Interventor), incumple con este requisito."" En el memorando se presenta una muestra para verificar el cumplimiento.",30/03/16,en_progreso,,Terminada
32,32,"Con memorando 20144350027223, la DTGC informa que se modificó el modelo de minuta se modificó la claúsula 5. ANTICIPO. ""El IDU girará el valor del anticipo a la cuenta bancaria exclusiva de la fiducia que se contrate luego de haberse suscrito el acta de inicio y dentro de los cuarenta y cinco (45) días hábiles siguientes a la radicación de factura cobro correctamente elaboradoa. El giro de este valor no constituye condición previa para la iniciación de la obra.""",30/03/16,en_progreso,,Terminada
33,33,"Con memorando 20143560032343 del 11 de febrero de 2014, la DTM solicitó modificar la meta y ampliar el plazo de la acción, el cual se concedió y se comunicó oportunamente a la Contraloría de Bogotá D.C., la DTGC con memornado 20144350051543 del 7 de marzo de 2014, informa los avances: reunión el 10 de febrero con la DTM para dar cumplimiento al memorando de instrucción jurídica 20134050059403, que estableció los parámetros para atender los pendientes por cumplir por parte de los contratistas en los contratos liquidados con glosas y determinaron que se debe realizar requerimiento mediante oficio 20143560116001 para que el contratista radique antes del 28 de febrero de 2014 los documentos pendientes del acta de liquidación para que la DTGJ inicie la demanda ejecutiva correspondiente. 1.  Con memorando STMSV 20143560014303 del 24/01/2014 la DTM solicitó concepto a la DTGC sobre las acciones a seguir con respecto a los  incumplimientos del contratista para el contrato 077/2006.",30/03/16,en_progreso,,Terminada
34,34,"La DTGC  a través  del memorando DTGC 20144350029603 del 10/02/2014  dio respuesta  a la DTM  a la vez que efectúa citación a mesa de trabajo  para el 11/02/2014,  con el fin de definir  en conjunto, la DTM, la DTGC, la SGJ y la STPJ,   las acciones a seguir con respecto a la problemática que presenta en el contrato citado. Con fecha 11/02/2014 se  reúnen las áreas ya señaladas y definen las acciones a seguir las cuales  fueron consisgnadas en Acta  y  contemplan el inicio de una demanda por parte de la DGJ en contra del contratista,  la que se previó para el mes de mayo de 2014.",30/03/16,en_progreso,,Terminada
35,35,"Con el fin de dar cumplimeinto a las acciones determinadas en la mesa de trabajo particularmente la encaminada al inicio de la demanda,  la DTM remitió el oficio 20143560116001 de fecha 13/02/2014  con destino al contratista dando un plazo perentorio para hacer entrega de los productos pendientes relacionados en la Nota 2 del Acta de Liquidación del contrato 077/2006.  Ante  el silencio del contratista, la DTM  proyectó memorando 20143560051233 con destino a la DTGJ,  solicitando el inicio de la demanda, éste memorando  se encuentra en trámite.",30/03/16,en_progreso,,Terminada
36,36,"1. Mediante memorando 20143560043363  del 26/02/2014 dirigido a la DTGC  se solicitó a esa Dependencia:  • "" Llevar a cabo el ajuste de las minutas de los contratos de obra e interventoría, de forma tal que en los futuros contratos de tal naturaleza que celebre la Entidad, se establezca un plazo específico para dar inicio  a los mismos luego de ser suscritos por las partes"". • ""De igual manera y bajo el mismo fundamento, se solicita a esa Dirección Técnica que para futuros contratos de obra e interventoría suscritos por la Entidad, además de establecer el plazo para suscribir el acta de inicio, se verifique que dicho plazo sea acorde a las necesidades reales del contrato, según  las actividades a  llevarse a cabo en forma previa a la suscripción de la mencionada acta de acuerdo a lo previsto en el mismo documento del contrato y demás documentos que lo conformen"".  2. Con memorando 20144350383393 la Dirección Técnica de Gestión Contractual, informa que las minutas de los contratos se modificaron, tras lo cual se realizaron las respectivas publicaciones en el SECOP, remitiendo los links correspondientes.",30/03/16,en_progreso,,Terminada
37,37,"Con el fin de dar cumplimiento a la acción correctiva, la DTM   ha  asignado personal  para que  efectúa el control   en lo que compete y es del alcance de ésta Depenmdencia,  respecto a  las adiciones que se  pesenten   en los contratos a cargo,  ello con el propósito de verificar que las mismas cumplan con lo previsto al respecto  en el Manual de Gestión Contractual. Para el período que se reporta,   se efectuaron los adicionales  contenidos en CD anexo  para los contratos  56/2012 y 002/2003,  en  las  cuales se observó lo previsto en el Manual de Gestión  Contractual , por cuanto éstas no superan el 50% Con memorando 20143560565663, la DTM reporta los avances del período julio-agosto 2014. Con memorando 20153560004653, la DTM reporta los avances del periodo noviembre - diciembre 2014 ",30/03/16,en_progreso,,Terminada
38,38,"Como parte de la estrategia  implementada por la Entidad  para llevar a cabo en forma oportuna la liquidación de los contratos  en etapa de liquidación, La DTM designó tres funcionarios para formar parte del Grupo de Liquidaciones conformado por la Dirección General del IDU, quienes tienen a su cargo adelantar todas las gestiones tendientes a la liquidación de los contratos y convenios de la DTM,  dentro del plazo fijado en los mismos contratos y convenios,  o en su defecto,  dentro del plazo establecido por la ley. El cronograma 2014 de liquidación de contratos y convenios reposa en la Subdirección General de Infraestructura. En lo corrido del año se han realizado mesas de trabajo para el seguimiento a las liquidaciones.  Dentro de los resultados obtenidos  en el período  enero-febrero de 2014,  se realizó el archivo del convenio 7 de 2002 mediante memorando 20143560037253 del 18 de febrero de 2014 y se adelantaron   las acciones  encaminadas a buscar la solución a la situación que se  pesenta con el contrato  077/2006  descritas  en el reporte  para el hallazgo  2.3.4  contenido en el presente documento. Con memorando 20143560565663, reporta que en el período julio-agosto 2014 se realizó la liquidación Terminadas de ley de los contratos 72/2008 y 94/2008; adicionalmente, reporta que la DTGJ instauró demanda por el contrato 077/2006 la cual no ha sido admitida de acuerdo con el memorando 20144250539653 del 22 de agosto de 2014. Con memorando 20153560004653, la DTM reporta los avances del período Noviembre - Diciembre 2014 y en CD anexo se especifican los términos para los contratos terminados antes y después del 19 de diciembre de 2013, fecha de inicio de la acción propuesta.",30/03/16,en_progreso,,Terminada
39,39,"1. Con memorando 20144350027223 la DTGC informa que mediante oficio 20134351615571, dirigido a la aseguradoa Seguros del Estado, se solicita efectuar el pago del siniestro ¿, declarado mediante resolución N° 1450 del 30 de mayo de 2013, de acuerdo con el artículo 1080 del Código de Comercio. ",30/03/16,en_progreso,,Terminada
40,40,"2. La DTGC con memorando 20144350688973, del 23 de diciembre indica que con memorando 20144350686713 solicitó a la DTGJ el inicio del cobro ejecutivo de la resolución 1450 del 30 de meyo de 2013.",30/03/16,en_progreso,,Terminada
41,41,"Se citó el peticionario con oficio 20135731634111 de Diciembre 18 de 2013 a una reunión el 14 de enero de 2014.  El señor Julio César Acosta Tellez no asistió a la reunión por lo que se le envió mediante oficio 20145760042571 de enero 17 de 2014, copia del acta de reunión y la presentación del proyecto zona franca - obra N° 215.  Reportado por la DTAV con memorandos 20145760008083 y 20145650046843",30/03/16,en_progreso,,Terminada
42,42,"Mediante memorando 20144350364693 del 20 de mayo de 2014, la DTGC reporta que se actualizó el formato, ahora con el código FO - GC - 05 V 4.0, socializado mediante correo electrónico por la OAC",30/03/16,en_progreso,,Terminada
43,43,"Se realizaron 4 mesas de trabajo conjuntas con la EAAB , la SDH y el IDU con el fin de conciliar las operaciones recíprocas entre el IDU y la EAAB las cuales se llevaron a cabo el 27 de mayo, el 17 de junio, el 19 de junio y el 27 de junio, se anexa planilla de asistencia y acta de las reuniones, se fijó como política  registrar  con actas parciales o finales tanto el recibo de la obra ejecutada  y recibida a satisfaccion por las 2 entidades de los recursos entregados y recibidios, a fin de presentar saldos conciliados. Se acordó que a junio 30  de 2014 las dos entidades realizarán los ajustes  necesarios a fin  de presentar saldos  debidamente conciliados. El IDU reversa todos  los giros que ha presentado  y por parte de la EAAB  se hara el mismo  procedimiento. Se verificará el cumplimiento de los saldos conciliados. DTM reporta el cumplimiento de su asistencia.",30/03/16,en_progreso,,Terminada
44,44,"La DG envía reporte de cumplimiento de metas de inversión de los proyectos 809 y 810, consolidando la información de la OAP y SGI",30/03/16,en_progreso,,Terminada
45,45,Se incluyeron los recursos en el anteproyecto de presupuesto,30/03/16,en_progreso,,Terminada
46,46,Se solicitaron los recursos a la SHD,30/03/16,en_progreso,,Terminada
47,47,"Con memorando 20153250172123 la DTDP  reporta que con oficio 20153250701831  del 6 de mayo de 2015, se reiteró al DADEP por parte del Director General la importancia de la entrega de los predios objeto del hallazgo.",30/03/16,en_progreso,,Terminada
48,48,"Con memorando 20144350424363 del 7 de julio de 2014, la DTGC, reporta la modificación de las minutas de los contratos, en lo referente al plazo para la suscripción del acta de inicio.",30/03/16,en_progreso,,Terminada
49,49,La DTC reporta avance con memorando 20143350688683 del 22 de diciembre de 2014. Reporta cumplimiento con memorando 20153350000833 del 5 de enero de 2015,30/03/16,en_progreso,,Terminada
50,50,"Con memorando 20153150075233, la DTD expresó: ""El 24 de febrero de 2015, fecha de terminación del contrato IDU-849-2013, el Consorcio L1 entregó la totalidad de los productos correspondientes al mismo, los cuales, están en revisión final, por parte del Consorcio Integral -Ayesa, interventor del contrato.""",30/03/16,en_progreso,,Terminada
51,51,"Con memorando 20143150655403, se modificó la acción de mejora. Con memorando 20143150692493 del 30 de diciembre de 2014, la DTD informa que la acción se cumplió, mediante la modificación del Manual de Gestión Contractual MG-GC-006, página 23, adoptada mediante Resolución 22563 del 2014, sobre el particular.",30/03/16,en_progreso,,Terminada
52,52,"Con memorando 20144350424363 del 7 de julio de 2014, la DTGC, reporta la modificación de las minutas de los contratos, en lo referente al plazo para la suscripción del acta de inicio.",30/03/16,en_progreso,,Terminada
53,53,La DTC reporta avance con memorando 20143350688683 del 22 de diciembre de 2014. Reporta cumplimiento con memorando 20153350000833 del 5 de enero de 2015,30/03/16,en_progreso,,Terminada
54,54,"La DTM reporta, con memorando 20143560565663 que desde el inicio de la acción, la DTM no ha dado inicio a contratos de obra o interventoría a su cargo. La DTD reporta, con memorando 20143150656333 el listado de procesos hasta el 27 de Noviembre de 2014 La DTC reporta, con memorando 20143350688693 el listado de procesos hasta el 18 de Diciembre de 2014 La DTC reporta, con memorando 20153350001233 el listado de procesos hasta el 31 de Diciembre de 2014 La DTM reporta, con memorando 20153560004653 el listado de procesos del año 2014 La DTD reporta, con memorando 20153150072183 el listado de procesos hasta febrero de 2015.",30/03/16,en_progreso,,Terminada
55,55,"Con memorando 2014435042363, la DTGC informó acerca del avance.  La DTM informa que del inicio de la acción hasta junio 26 de 2014, no se ha dado inicio a contratos.  Con memorando 20144350529243, la DTGC soporta el avance en julio 2014. Con memorando 20144350561073, del 1 de septiembre de 2014, la DTGC soporta el avance en agosto de 2014. Con memorando 20144350608083 del 8 de octubre de 2014, la DTGC envía informe. Con memorando 20144350638603, la DTGC soporta el avance en Octubre de 2014. Con memorando 20144350669463, la DTGC reporta el avance a Noviembre de 2014 Con memorando 20154350000813, la DTGC reporta el avance a Diciembre de 2014",30/03/16,en_progreso,,Terminada
56,56,"Se realizaron las verificaciones correspondientes por la OCI y no se ha cumplido la acción al corte de Agosto 31. La SGGC expresó el 9 de septiembre ""A la fecha se encuentran ubicados 404 funcionarios y/o contratistas, los 96 restantes serán ubicados en los primeros 15 días del mes de septiembre. Lo anterior atendiendo a la contingencia presentada en relación con el proceso de contrataciónd e personal de apoyo a la gestión."" De acuerdo con los documentos enviados por las siguientes áreas: STOP, DTM,DTDP,DTD al 31 de octubre de 2014 se encuentran laborando en la sede Alcázares un total de 432 personas entre contratistas y personal de planta, para un cumplimiento del 86.4% de la capacidad contratada. Con memorando 20155260076273 anexan planos numerados y acta de entrega/recibo del predio. Tras lo cual  la acción se debe cerrar con ejecución parcial debido a la imposibilidad material de cumplirla por no existir legalmente el contrato 2287 de 2013.",30/03/16,en_progreso,,Terminada
57,57,"Con memorando 20143350422413 del 3 de julio de 2014, la DTC reporta el contrato adicional suscrito correspndiente a la adición y/o modificación del contrato 073 de 2009. con lo que se cumple la primera acción del hallazgo. Con memorando 20143350692343 del 29 de diciembre de 2014, la DTC reporta la proyección en tiempo y valor del contrato IDU-073 de 2009, con lo que cumple la segunda acción del hallazgo.",30/03/16,en_progreso,,Terminada
58,58,"La DTM informa que mediante memorando 20143550418713 del 27 de junio de 2014, informó a la DTD la obligación contenida en la acción, por cuanto dicha área es la responsable de elaborar los pliegos de condiciones. Con memorando 20143560565663, la DTM reporta que la DTD con memorando 20143150563053 de septiembre 1 de 2014, incluyó el requisito en los procesos IDU-LP-SGI-010-2014 e IDU-LP-SGI-017-2014. Al 28 de Noviembre de 2014, la DTD con memorando 20143150657413, expresó que con memorando 20143150563053, reportó elcumplimiento en los procesos 010 y 017 mencionados anteriormente. Con memorando 20153560004653 la DTM reporta que en 2014 solamente se adelantaron los procesos selectivos ya enunciados en el párrafo anterior",30/03/16,en_progreso,,Terminada
59,59,La STRT solicitó la ampliación del término. Con oficio 20155360288741 del 27 de febrero la STRT envió el PETIC  a la Alta Consejería Distrital de TIC. ,30/03/16,en_progreso,,Terminada
60,60,Lista de Asistencia a la jornada desarrollada el 23 de diciembre de 2014,30/03/16,en_progreso,,Terminada
61,61,"Con correo electrónico del 8 de mayo de 2015, la STRT presenta reporte. Con memorando 20155350171263, la STRT aclara el alcance en cuanto que el 100% de los equipos, corresponde al número existente al momento de la auditoría, esto es 862 unidades",30/03/16,en_progreso,,Terminada
62,62,Contrato 1812 de 2014,30/03/16,en_progreso,,Terminada
63,63,"La DTC mediante memorando 20143350628073 y 20143350631903 de Octubre 28 y 31 de 2014, envía avances del cumplimiento de la acción, mediante envío de los contratos 1259 y 1654 de 2014, correspondientes a los procesos licitatorios 015 y 013 de 2014. Con memorando 20153350001323, la DTC reporta los contratos 1835, 1743 y 1807 de 2014 correspondiente a los procesos licitatorios 020,021 y 023 de 2014.  La DTD con memorando 20153150072023, reporta el cumplimiento de la acción con la suscripción en plazos de los contratos correspondientes.",30/03/16,en_progreso,,Terminada
